기간,국가,HS코드,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
"2024","대만","35","단백질계 물질, 변성전분, 글루(glue), 효소",250424,10469,365486,4543,5926
"2024","대만","36","화약류, 화공품, 성냥, 발화성 합금, 특정 가연성 조제품",24782,597,0,0,597
"2024","대만","37","사진용이나 영화용 재료",979447,47029,328092,15935,31094
"2024","대만","38","각종 화학공업 생산품",11694252,84592,6622774,49834,34758
"2024","대만","39","플라스틱과 그 제품",76189133,256435,39773068,173136,83298
"2024","대만","40","고무와 그 제품",12446319,29247,2950432,12873,16373
"2024","대만","41","원피(모피는 제외한다)와 가죽",4845,93,1805,50,43
"2024","대만","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",164363,7481,24671,1238,6243
"2024","대만","43","모피ㆍ인조모피와 이들의 제품",15,28,0,0,28
"2024","대만","44","목재와 그 제품, 목탄",278456,638,1028595,3126,-2488
"2024","대만","46","짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)",847,7,2,0,7
"2024","대만","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",14526170,2025,5449605,1946,79
"2024","대만","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",27804012,25197,16079131,20475,4722
"2024","대만","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",201929,2735,48051,718,2018
"2024","대만","50","견",89,6,0,0,6
"2024","대만","51","양모ㆍ동물의 부드러운 털이나 거친 털ㆍ말의 털로 만든 실과 직물",287,2,19836,207,-205
"2024","대만","52","면",11479,117,147547,281,-164
"2024","대만","53","그 밖의 식물성 방직용 섬유, 종이실(paper yarn)과 종이실로 만든 직물",216,7,5386,226,-219
"2024","대만","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",1507384,7517,1208755,7640,-123
"2024","대만","55","인조스테이플섬유",3634128,5917,721473,1485,4432
"2024","대만","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",492241,4412,982046,4557,-146
"2024","대만","57","양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개",71022,490,32440,194,297
"2024","대만","58","특수직물, 터프트(tuft)한 직물, 레이스, 태피스트리(tapestry), 트리밍(trimming), 자수천",11849,408,17424,384,24
"2024","대만","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",50435,1641,460879,2128,-487
"2024","대만","60","메리야스 편물과 뜨개질 편물",150935,699,157823,1736,-1038
"2024","대만","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",2102314,18656,36872,1502,17154
"2024","대만","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",1434193,15280,12112,647,14633
"2024","대만","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",248329,3633,791898,3228,405
"2024","대만","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",227805,2895,16332,433,2462
"2024","대만","65","모자류와 그 부분품",26804,885,12718,753,132
"2024","대만","66","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품",4591,316,19228,1387,-1071
"2024","대만","67","조제 깃털ㆍ솜털과 그 제품, 조화, 사람 머리카락으로 된 제품",1380,118,50,3,115
"2024","대만","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",3111436,22911,181420,1670,21241
"2024","대만","69","도자제품",675651,17648,271555,6436,11212
"2024","대만","70","유리와 유리제품",14996258,64197,9710403,24819,39378
"2024","대만","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",43019,66566,62077,8297,58269
"2024","대만","72","철강",352336122,327115,135752044,218246,108869
"2024","대만","73","철강의 제품",142175755,435249,11568284,41713,393536
"2024","대만","74","구리와 그 제품",21097510,235851,15366351,153237,82614
"2024","대만","75","니켈과 그 제품",523668,9813,96428,2571,7242
"2024","대만","76","알루미늄과 그 제품",5816395,37921,31167848,66256,-28335
"2024","대만","78","납과 그 제품",2977498,7420,196902,420,7000
"2024","대만","79","아연과 그 제품",23968657,62262,55767,143,62118
"2024","대만","80","주석과 그 제품",53185,4934,4916,175,4759
"2024","대만","81","그 밖의 비금속(卑金屬), 서멧(cermet), 이들의 제품",394545,8640,521995,5195,3445
"2024","대만","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",92807,8852,887033,17217,-8365
"2024","대만","83","비금속(卑金屬)으로 만든 각종 제품",468376,9537,422890,5999,3538
"2024","대만","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",20122596,1230396,13150698,757502,472894
"2024","대만","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",29306460,7614707,9799649,10985019,-3370313
"2024","대만","86","철도용이나 궤도용 기관차ㆍ차량과 이들의 부분품, 철도용이나 궤도용 장비품과 그 부분품, 기계식(전기기계식을 포함한다) 각종 교통신호용 기기",3408027,14166,2554748,6916,7250
"2024","대만","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",22078517,281959,1107295,44411,237549
"2024","대만","88","항공기와 우주선, 이들의 부분품",11998,3061,11085,1805,1257
"2024","대만","89","선박과 수상 구조물",13860000,14513,4933842,12963,1550
"2024","대만","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",1092687,235179,2144909,452221,-217042
"2024","대만","91","시계와 그 부분품",1271,137,4214,224,-87
"2024","대만","92","악기와 그 부분품과 부속품",1586,49,36882,1887,-1838
"2024","대만","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",885022,8192,1003932,7495,697
"2024","대만","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",205430,5701,1035665,35292,-29591
"2024","대만","96","잡품",495918,5900,869297,5647,253
"2024","대만","97","예술품ㆍ수집품ㆍ골동품",1818,599,879,374,226
"2024","대만","99","일시적 입법 ; 설치된 간이 수정에 따른 입법을 트레이드한다 ; 추가적 수입제한농업인 것의 제 22 부에 따른 확립된 것 조정 행위, 수정된 것처럼",0,0,7225,0,0
"2024","덴마크","01","살아 있는 동물",0,0,21053,539,-539
"2024","덴마크","02","육과 식용 설육(屑肉)",0,0,8715282,24631,-24631
"2024","덴마크","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",26927,291,1500,39,253
"2024","덴마크","04","낙농품, 새의 알, 천연꿀, 다른 류로 분류되지 않은 식용인 동물성 생산품",0,0,3782211,20980,-20980
"2024","덴마크","05","다른 류로 분류되지 않은 동물성 생산품",0,0,115301,481,-481
"2024","덴마크","06","살아 있는 수목과 그 밖의 식물, 인경(鱗莖)ㆍ뿌리와 이와 유사한 물품, 절화(切花)와 장식용 잎",1388,24,792,23,0
"2024","덴마크","07","식용의 채소ㆍ뿌리ㆍ괴경(塊莖)",0,0,6213,388,-388
"2024","덴마크","08","식용의 과실과 견과류, 감귤류ㆍ멜론의 껍질",0,0,4680,14,-14
"2024","덴마크","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",103,5,2498,116,-111
"2024","덴마크","11","제분공업의 생산품과 맥아, 전분, 이눌린(inulin), 밀의 글루텐(gluten)",0,0,20488215,19598,-19598
"2024","덴마크","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",55,0,197463,1394,-1394
"2024","덴마크","13","락(lac), 검ㆍ수지ㆍ그 밖의 식물성 수액과 추출물(extract)",47500,671,173642,4643,-3972
"2024","덴마크","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",77,1,16111,105,-104
"2024","덴마크","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",0,0,1232486,6181,-6181
"2024","덴마크","17","당류(糖類)와 설탕과자",0,0,157000,561,-561
"2024","덴마크","18","코코아와 그 조제품",0,0,241,6,-6
"2024","덴마크","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",125741,462,695150,3238,-2776
"2024","덴마크","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",22821,81,113402,448,-367
"2024","덴마크","21","각종 조제 식료품",20157,1918,273791,19186,-17268
"2024","덴마크","22","음료ㆍ주류ㆍ식초",922362,696,5150015,5733,-5036
"2024","덴마크","23","식품 공업에서 생기는 잔재물과 웨이스트(waste), 조제 사료",0,0,462920,1222,-1222
"2024","덴마크","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",23390,28,4601,530,-502
"2024","덴마크","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",0,0,369724,896,-896
"2024","덴마크","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",35105,108,25094,13,95
"2024","덴마크","28","무기화학품, 귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의 유기화합물이나 무기화합물",415302,1790,135214,2538,-748
"2024","덴마크","29","유기화학품",20103,23,6804,5020,-4997
"2024","덴마크","30","의료용품",2643,774,134777,104880,-104106
"2024","덴마크","31","비료",0,0,32,1,-1
"2024","덴마크","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",547,14,167948,927,-913
"2024","덴마크","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",202109,10395,1687,43,10352
"2024","덴마크","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",21685,439,796897,4902,-4463
"2024","덴마크","35","단백질계 물질, 변성전분, 글루(glue), 효소",352,46,5132590,30986,-30940
"2024","덴마크","37","사진용이나 영화용 재료",18,9,0,0,9
"2024","덴마크","38","각종 화학공업 생산품",1014079,6062,345031,8628,-2566
"2024","덴마크","39","플라스틱과 그 제품",11199478,33245,147156,5078,28166
"2024","덴마크","40","고무와 그 제품",477873,2666,12214,992,1674
"2024","덴마크","41","원피(모피는 제외한다)와 가죽",0,0,34,3,-3
"2024","덴마크","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",1166,84,1805,202,-118
"2024","덴마크","43","모피ㆍ인조모피와 이들의 제품",0,0,2175,534,-534
"2024","덴마크","44","목재와 그 제품, 목탄",23481,26,3184545,2082,-2056
"2024","덴마크","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",0,0,26,0,0
"2024","덴마크","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",186,3,12980,304,-302
"2024","덴마크","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",3772,96,4657,181,-86
"2024","덴마크","51","양모ㆍ동물의 부드러운 털이나 거친 털ㆍ말의 털로 만든 실과 직물",2,0,533,58,-58
"2024","덴마크","52","면",23959,371,430,53,318
"2024","덴마크","53","그 밖의 식물성 방직용 섬유, 종이실(paper yarn)과 종이실로 만든 직물",227,3,21,3,0
"2024","덴마크","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",73712,847,10,1,846
"2024","덴마크","55","인조스테이플섬유",163744,164,31,1,163
"2024","덴마크","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",72838,430,10189,420,10
"2024","덴마크","57","양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개",64207,467,13986,193,274
"2024","덴마크","58","특수직물, 터프트(tuft)한 직물, 레이스, 태피스트리(tapestry), 트리밍(trimming), 자수천",41,5,67,4,1
"2024","덴마크","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",4883,211,366,25,186
"2024","덴마크","60","메리야스 편물과 뜨개질 편물",3850,53,4,0,52
"2024","덴마크","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",5242,255,628,130,125
"2024","덴마크","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",1277,147,1559,505,-358
"2024","덴마크","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",3197,104,19390,154,-51
"2024","덴마크","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",3952,124,675,106,18
"2024","덴마크","65","모자류와 그 부분품",476,58,767,20,38
"2024","덴마크","66","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품",0,0,26,2,-2
"2024","덴마크","67","조제 깃털ㆍ솜털과 그 제품, 조화, 사람 머리카락으로 된 제품",98,35,7,2,33
"2024","덴마크","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",1015,92,111588,772,-679
"2024","덴마크","69","도자제품",10027,269,218758,612,-343
"2024","덴마크","70","유리와 유리제품",2067,64,19420,340,-276
"2024","덴마크","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",41,11,36,40,-29
"2024","덴마크","72","철강",25762576,22987,58311,361,22627
"2024","덴마크","73","철강의 제품",2743198,21650,561365,9712,11938
"2024","덴마크","74","구리와 그 제품",745,16,1345,36,-20
"2024","덴마크","75","니켈과 그 제품",8,22,0,0,22
"2024","덴마크","76","알루미늄과 그 제품",851,18,114956,662,-643
"2024","덴마크","79","아연과 그 제품",1,0,0,0,0
"2024","덴마크","81","그 밖의 비금속(卑金屬), 서멧(cermet), 이들의 제품",13,1,5,2,-2
"2024","덴마크","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",16989,1120,2930,287,834
"2024","덴마크","83","비금속(卑金屬)으로 만든 각종 제품",1417,26,3213,198,-173
"2024","덴마크","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",2609268,52749,4176459,143032,-90284
"2024","덴마크","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",316633,17861,345425,20496,-2635
"2024","덴마크","86","철도용이나 궤도용 기관차ㆍ차량과 이들의 부분품, 철도용이나 궤도용 장비품과 그 부분품, 기계식(전기기계식을 포함한다) 각종 교통신호용 기기",0,0,7152,91,-91
"2024","덴마크","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",2225885,40228,16529,521,39707
"2024","덴마크","88","항공기와 우주선, 이들의 부분품",6,22,182,760,-738
"2024","덴마크","89","선박과 수상 구조물",143063400,562366,2,0,562366
"2024","덴마크","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",27818,5279,74131,30168,-24888
"2024","덴마크","91","시계와 그 부분품",12,392,207,40,352
"2024","덴마크","92","악기와 그 부분품과 부속품",126,9,798,731,-722
"2024","덴마크","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",193786,1020,880442,28365,-27345
"2024","덴마크","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",3151,509,35640,2172,-1663
"2024","덴마크","96","잡품",13637,259,124564,1376,-1116
"2024","덴마크","97","예술품ㆍ수집품ㆍ골동품",178,4,278,85,-81
"2024","도미니카","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",0,0,40000,6,-6
"2024","도미니카","30","의료용품",22,3,0,0,3
"2024","도미니카","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",13270,122,0,0,122
"2024","도미니카","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",16000,18,0,0,18
"2024","도미니카","39","플라스틱과 그 제품",3,0,0,0,0
"2024","도미니카","40","고무와 그 제품",176904,79,0,0,79
"2024","도미니카","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",93090,129,0,0,129
"2024","도미니카","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",2640,59,0,0,59
"2024","도미니카","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",0,0,6,1,-1
"2024","도미니카","73","철강의 제품",0,0,5,0,0
"2024","도미니카","74","구리와 그 제품",0,0,949140,2400,-2400
"2024","도미니카","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",8441,98,0,0,98
"2024","도미니카","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",751,30,203,30,0
"2024","도미니카","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",151280,969,0,0,969
"2024","도미니카","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",457,38,0,0,38
"2024","도미니카","91","시계와 그 부분품",1,0,0,0,0
"2024","도미니카","96","잡품",0,0,4675,107,-107
"2024","도미니카 공화국","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",81890,141,0,0,141
"2024","도미니카 공화국","07","식용의 채소ㆍ뿌리ㆍ괴경(塊莖)",7,0,0,0,0
"2024","도미니카 공화국","08","식용의 과실과 견과류, 감귤류ㆍ멜론의 껍질",12,3,0,0,3
"2024","도미니카 공화국","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",8,0,132,3,-3
"2024","도미니카 공화국","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",280,372,0,0,372
"2024","도미니카 공화국","13","락(lac), 검ㆍ수지ㆍ그 밖의 식물성 수액과 추출물(extract)",40250,255,0,0,255
"2024","도미니카 공화국","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",241,2,0,0,2
"2024","도미니카 공화국","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",1919,11,0,0,11
"2024","도미니카 공화국","17","당류(糖類)와 설탕과자",660,4,0,0,4
"2024","도미니카 공화국","18","코코아와 그 조제품",0,0,114,1,-1
"2024","도미니카 공화국","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",105822,529,0,0,529
"2024","도미니카 공화국","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",1162,12,66114,98,-86
"2024","도미니카 공화국","21","각종 조제 식료품",8954,42,12752,38,4
"2024","도미니카 공화국","22","음료ㆍ주류ㆍ식초",585679,500,193,1,499
"2024","도미니카 공화국","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",0,0,225918,1857,-1857
"2024","도미니카 공화국","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",59,0,0,0,0
"2024","도미니카 공화국","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",446822,1078,0,0,1078
"2024","도미니카 공화국","28","무기화학품, 귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의 유기화합물이나 무기화합물",240366,203,0,0,203
"2024","도미니카 공화국","29","유기화학품",1975560,3081,5,0,3081
"2024","도미니카 공화국","30","의료용품",17723,1697,101965,4841,-3144
"2024","도미니카 공화국","31","비료",500,1,0,0,1
"2024","도미니카 공화국","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",37648,232,1516,66,165
"2024","도미니카 공화국","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",20285,798,71,6,792
"2024","도미니카 공화국","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",1023037,1434,1,0,1433
"2024","도미니카 공화국","35","단백질계 물질, 변성전분, 글루(glue), 효소",2735,12,0,0,12
"2024","도미니카 공화국","38","각종 화학공업 생산품",650262,2005,41,4,2001
"2024","도미니카 공화국","39","플라스틱과 그 제품",5551498,7546,8230,386,7160
"2024","도미니카 공화국","40","고무와 그 제품",1273290,1662,0,0,1662
"2024","도미니카 공화국","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",955,3,112,1,2
"2024","도미니카 공화국","44","목재와 그 제품, 목탄",0,0,1,0,0
"2024","도미니카 공화국","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",0,0,668342,149,-149
"2024","도미니카 공화국","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",910640,1157,8409,76,1081
"2024","도미니카 공화국","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",21328,192,4,0,191
"2024","도미니카 공화국","52","면",176,2,1,0,2
"2024","도미니카 공화국","53","그 밖의 식물성 방직용 섬유, 종이실(paper yarn)과 종이실로 만든 직물",0,0,4536,60,-60
"2024","도미니카 공화국","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",45911,386,0,0,386
"2024","도미니카 공화국","55","인조스테이플섬유",249132,316,56,1,315
"2024","도미니카 공화국","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",4995,97,0,0,97
"2024","도미니카 공화국","58","특수직물, 터프트(tuft)한 직물, 레이스, 태피스트리(tapestry), 트리밍(trimming), 자수천",7572,94,409,5,89
"2024","도미니카 공화국","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",9698,74,0,0,74
"2024","도미니카 공화국","60","메리야스 편물과 뜨개질 편물",19456,32,55,0,32
"2024","도미니카 공화국","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",47,1,30043,352,-352
"2024","도미니카 공화국","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",13563,137,98,6,131
"2024","도미니카 공화국","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",1045,8,3582,5,3
"2024","도미니카 공화국","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",2,0,15833,654,-654
"2024","도미니카 공화국","65","모자류와 그 부분품",0,0,0,0,0
"2024","도미니카 공화국","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",6595,44,0,0,44
"2024","도미니카 공화국","69","도자제품",28,29,0,0,29
"2024","도미니카 공화국","70","유리와 유리제품",4587,31,0,0,31
"2024","도미니카 공화국","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",623,273,0,0,273
"2024","도미니카 공화국","72","철강",747740,979,778908,3990,-3011
"2024","도미니카 공화국","73","철강의 제품",370616,549,46,1,548
"2024","도미니카 공화국","74","구리와 그 제품",1,0,920565,7225,-7225
"2024","도미니카 공화국","76","알루미늄과 그 제품",526,7,3849079,6625,-6618
"2024","도미니카 공화국","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",490,15,4,3,13
"2024","도미니카 공화국","83","비금속(卑金屬)으로 만든 각종 제품",125899,796,2,0,796
"2024","도미니카 공화국","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",2011363,12737,35594,220,12516
"2024","도미니카 공화국","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",1392042,17004,13939,984,16020
"2024","도미니카 공화국","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",19230527,113604,0,0,113604
"2024","도미니카 공화국","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",35558,1874,531634,24234,-22360
"2024","도미니카 공화국","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",4202,70,5,6,64
"2024","도미니카 공화국","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",80,0,12,2,-2
"2024","도미니카 공화국","96","잡품",185,9,0,0,9
"2024","독일","01","살아 있는 동물",2167,153,12790,1319,-1166
